player_hcp_spade,player_hcp_heart,player_hcp_diamond,player_hcp_club,partner_hcp_spade,partner_hcp_heart,partner_hcp_diamond,partner_hcp_club,total_hcp,total_num_spade,total_num_heart,total_num_diamond,total_num_club,player_balance,partner_balance,total_stop_spade,total_stop_heart,total_stop_diamond,total_stop_club,vulnerability,dealer_N,dealer_E,dealer_S,dealer_W,ns_best_fit,ns_best_major_fit,bid_00,bid_01,bid_02,bid_03,bid_04,bid_05,bid_06,bid_07,bid_08,bid_09,bid_10,bid_11,bid_12,bid_13,bid_14,bid_15,bid_16,bid_17,bid_18,bid_19,bid_20,bid_21,bid_22,bid_23,bid_24,bid_25,bid_26,bid_27,bid_28,bid_29,bid_30,bid_31,bid_32,bid_33,bid_34,bid_35,bid_36,bid_37,bid_38,bid_39,bid_40,bid_41,bid_42,bid_43,bid_44,bid_45,bid_46,bid_47,bid_48,bid_49,bid_50,bid_51,bid_52,bid_53,bid_54,bid_55,bid_56,bid_57,bid_58,bid_59,bid_60,bid_61,bid_62,bid_63,bid_64,bid_65,bid_66,bid_67,bid_68,bid_69,bid_70,bid_71,source_file,room,board_number,final_contract,tricks_claimed,bidding_sequence
7,0,3,6,3,6,2,4,31,7,6,5,8,0,0,3,3,3,3,4,0,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,open,7,3NT,12.0,1NT PASS 2N! PASS 3C! PASS 3NT PASS PASS PASS
7,0,3,6,3,6,2,4,31,7,6,5,8,0,0,3,3,3,3,4,0,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,closed,7,4NT,12.0,1NT PASS 2N! PASS 3C! PASS 4NT PASS PASS PASS
0,4,7,6,0,0,1,0,18,9,2,9,6,3,3,0,3,3,3,1,0,0,0,1,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,open,8,5H,9.0,1H 2NT 3S! 4S D! PASS 5H PASS PASS X PASS PASS PASS
0,4,7,6,0,0,1,0,18,9,2,9,6,3,3,0,3,3,3,1,0,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,closed,8,5H,9.0,1H 3C! 4H 4S PASS PASS 5H PASS PASS X PASS PASS PASS
0,1,2,1,0,2,3,9,18,2,7,7,10,2,3,0,2,3,3,3,1,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,open,9,5C,8.0,3C 4S 5C P! PASS X PASS PASS PASS
0,1,2,1,0,2,3,9,18,2,7,7,10,2,3,0,2,3,3,3,1,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,closed,9,6S,11.0,PASS 1S X 2H! 3C 4C 5C 5H 6C 6S PASS PASS PASS
0,0,7,1,8,0,0,0,16,9,7,4,6,0,2,3,0,3,2,4,0,1,0,0,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,open,10,5D,11.0,1D 2D X 2S 3D 3S 3NT X 4C PASS 4D PASS 5D PASS PASS X PASS PASS XX PASS PASS PASS
0,0,7,1,8,0,0,0,16,9,7,4,6,0,2,3,0,3,2,4,0,1,0,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,closed,10,3S,9.0,2N! 3S X PASS PASS PASS
5,3,4,1,2,0,0,5,20,10,3,6,7,0,3,3,2,3,3,1,0,0,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,open,11,4S,9.0,2S X 4S PASS PASS PASS
5,3,4,1,2,0,0,5,20,10,3,6,7,0,3,3,2,3,3,1,0,0,1,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,closed,11,4H,9.0,PASS 1NT PASS 4D! PASS 4H PASS PASS PASS
5,2,0,3,0,3,6,4,23,8,7,6,5,1,0,3,3,3,3,2,0,0,0,1,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,open,12,2D,9.0,PASS 2D PASS 2S! PASS PASS PASS
5,2,0,3,0,3,6,4,23,8,7,6,5,1,0,3,3,3,3,2,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,closed,12,3C,6.0,PASS 2S PASS PASS X PASS 2N! X 3C X PASS PASS PASS
4,5,0,2,6,3,4,3,27,9,6,4,7,0,0,3,3,3,3,4,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85304.lin,open,13,6S,12.0,1C PASS 1H PASS 2S! PASS 3D! PASS 3S PASS 4C PASS 4H PASS 4NT PASS 5H PASS 6S PASS PASS PASS
4,5,0,2,6,3,4,3,27,9,6,4,7,0,0,3,3,3,3,4,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,closed,13,4S,12.0,PASS PASS 1S X 2N! PASS 4S PASS PASS PASS
4,0,7,0,2,3,0,7,23,9,4,6,7,2,0,3,3,3,3,1,0,1,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,open,14,4S,11.0,2D PASS 3H! 3S PASS 4S PASS PASS PASS
4,0,7,0,2,3,0,7,23,9,4,6,7,2,0,3,3,3,3,1,0,1,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85304.lin,closed,14,4S,11.0,2H PASS 3H 3S PASS 4S PASS PASS PASS
0,3,0,0,0,0,3,1,7,7,8,4,7,3,0,0,3,2,2,1,1,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,1,6NT,12.0,PASS 2NT PASS 6NT PASS PASS PASS
0,3,0,0,0,0,3,1,7,7,8,4,7,3,0,0,3,2,2,1,1,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,1,6NT,12.0,PASS 2C! PASS 2D! PASS 2H! PASS 2S! PASS 2NT PASS 5S! PASS 6D PASS 6NT PASS PASS PASS
4,4,7,3,2,3,1,6,30,8,4,7,7,3,0,3,3,3,3,2,0,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,2,6S,11.0,PASS 1D PASS 1S PASS 1NT PASS 2D! PASS 2S PASS 2NT PASS 3NT PASS 4C PASS 4S PASS 4NT PASS 5C PASS 5D PASS 5S PASS 6S PASS PASS PASS
4,4,7,3,2,3,1,6,30,8,4,7,7,3,0,3,3,3,3,2,0,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,2,4S,11.0,1C! X PASS 2C! PASS 2D PASS 3C! PASS 3NT PASS 4S PASS PASS PASS
4,7,4,0,3,2,0,4,24,6,7,7,6,0,0,3,3,3,3,3,0,0,1,0,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,3,2H,9.0,PASS PASS 1H PASS 1S PASS 2D PASS 2H PASS PASS PASS
4,7,4,0,3,2,0,4,24,6,7,7,6,0,0,3,3,3,3,3,0,0,1,0,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,3,2H,9.0,PASS PASS 1H PASS 1S PASS 2D PASS 2H PASS PASS PASS
3,1,2,6,3,5,4,0,24,10,6,6,4,0,3,3,3,3,3,4,0,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,4,4S,11.0,PASS 1D 1H 1S 2C D! 3C 3H PASS 3S PASS 4S PASS PASS PASS
3,1,2,6,3,5,4,0,24,10,6,6,4,0,3,3,3,3,3,4,0,0,0,1,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,4,4S,11.0,PASS 1C! 1H D! 1N! PASS 2D 4S PASS PASS PASS
9,1,0,4,0,7,6,2,29,6,7,4,9,1,2,3,3,3,3,2,1,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,5,5C,12.0,1S PASS 2C PASS 2S PASS 3H PASS 3S PASS 3NT PASS 4C PASS 4D PASS 4S PASS 5C PASS PASS PASS
9,1,0,4,0,7,6,2,29,6,7,4,9,1,2,3,3,3,3,2,1,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,5,4S,11.0,1S PASS 2C! PASS 2S PASS 3H PASS 3S PASS 3NT PASS 4S PASS PASS PASS
2,1,7,0,4,6,0,4,24,7,7,6,6,0,0,3,3,3,3,3,0,1,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,6,1H,,PASS 1C X XX 1D PASS PASS X PASS PASS 1H X PASS PASS PASS
2,1,7,0,4,6,0,4,24,7,7,6,6,0,0,3,3,3,3,3,0,1,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,6,3NT,9.0,PASS 1NT PASS 2C PASS 2S PASS 3NT PASS PASS PASS
0,5,1,0,2,0,0,0,8,7,7,6,6,3,0,2,3,2,0,4,0,0,1,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,7,3NT,11.0,PASS 1NT PASS 2C PASS 2H PASS 2S! PASS 3C! PASS 3NT PASS PASS PASS
0,5,1,0,2,0,0,0,8,7,7,6,6,3,0,2,3,2,0,4,0,0,1,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,7,6NT,12.0,PASS 1C! PASS 1S! PASS 1N! PASS 2C! PASS 2D! PASS 2H! PASS 2S! PASS 3NT PASS 4NT PASS 5N! PASS 6C PASS 6D PASS 6NT PASS PASS PASS
0,3,3,5,3,0,2,1,17,6,7,5,8,2,1,2,2,3,3,1,0,0,0,1,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,8,4D,10.0,1H 2C 2D! 2S 3H PASS 4D PASS PASS PASS
0,3,3,5,3,0,2,1,17,6,7,5,8,2,1,2,2,3,3,1,0,0,0,1,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,8,3D,10.0,1H 2C 2S! PASS 3D PASS PASS PASS
5,2,1,1,2,3,6,0,20,8,7,6,5,0,0,3,3,3,2,3,1,0,0,0,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,9,1H,8.0,PASS PASS 1H PASS 2C! PASS 2H! PASS PASS PASS
5,2,1,1,2,3,6,0,20,8,7,6,5,0,0,3,3,3,2,3,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,9,3C,8.0,PASS PASS 1C! PASS 1H! PASS 1S! PASS 2S PASS PASS X PASS 3C PASS PASS PASS
0,5,0,0,3,5,0,2,15,8,9,6,3,3,0,3,3,0,2,4,0,1,0,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,10,5C,12.0,PASS PASS 1D PASS 1NT PASS 3C PASS 3S PASS 4H! PASS 5C PASS PASS PASS
0,5,0,0,3,5,0,2,15,8,9,6,3,3,0,3,3,0,2,4,0,1,0,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,10,5C,12.0,PASS PASS 1D PASS 1NT PASS 3C PASS 3S PASS 4H PASS 5C PASS PASS PASS
0,5,6,0,0,2,3,5,21,6,4,10,6,2,0,0,3,3,3,1,0,0,1,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,11,4H,10.0,PASS PASS 1D 1H 3C 3H 4D 4H PASS PASS PASS
0,5,6,0,0,2,3,5,21,6,4,10,6,2,0,0,3,3,3,1,0,0,1,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,11,4H,10.0,PASS 1C! 1D D! 3C! PASS 4D X PASS 4H PASS PASS PASS
1,3,6,1,6,0,3,9,29,8,5,8,5,3,3,3,2,3,3,2,0,0,0,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,12,3H,5.0,2H PASS 3H X PASS PASS PASS
1,3,6,1,6,0,3,9,29,8,5,8,5,3,3,3,2,3,3,2,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85306.lin,closed,12,6S,12.0,PASS 1H PASS 2D PASS 2H PASS 2S PASS 3S PASS 5H! PASS 5S! PASS 6S PASS PASS PASS
0,1,4,6,0,7,0,0,18,3,8,6,9,3,0,0,3,3,3,4,1,0,0,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,13,4S,10.0,PASS PASS 1H X 2D! 4S PASS PASS PASS
0,1,4,6,0,7,0,0,18,3,8,6,9,3,0,0,3,3,3,4,1,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,13,4S,10.0,PASS 2S PASS 3H! PASS 4S PASS PASS PASS
6,0,0,3,0,7,5,0,21,7,8,6,5,0,3,3,3,3,3,1,0,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,open,14,3H,9.0,1C 1H D! 2D! 2N! 3D PASS 3H PASS PASS PASS
6,0,0,3,0,7,5,0,21,7,8,6,5,0,3,3,3,3,3,1,0,1,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306.lin,closed,14,3S,5.0,1C! 1H D! 2H 3C 3H 3S PASS PASS PASS
3,0,4,5,2,1,0,0,15,6,6,6,8,0,3,3,2,3,3,2,0,0,1,0,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85307.lin,open,15,3NT,9.0,PASS PASS 1D X PASS 1S PASS 2D PASS 2S PASS 3NT PASS PASS PASS
3,0,4,5,2,1,0,0,15,6,6,6,8,0,3,3,2,3,3,2,0,0,1,0,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85307.lin,closed,15,3NT,9.0,PASS PASS 1D X PASS 1S PASS 2D! PASS 2S PASS 3NT PASS PASS PASS
1,0,3,2,5,2,0,4,17,8,5,7,6,0,0,3,2,2,3,3,0,0,0,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85307.lin,open,16,3H,,1C PASS 1H PASS 2H PASS PASS 2S 3H PASS PASS PASS
1,0,3,2,5,2,0,4,17,8,5,7,6,0,0,3,2,2,3,3,0,0,0,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85307.lin,closed,16,3H,8.0,1C! PASS 1H PASS 2H PASS PASS 2S PASS PASS X PASS 3H PASS PASS PASS
0,4,0,5,4,0,6,0,19,7,5,5,9,1,0,3,3,3,3,1,1,0,0,0,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85307.lin,open,17,4H,8.0,PASS 1D PASS 1H 2C 3H PASS 4H PASS PASS PASS
0,4,0,5,4,0,6,0,19,7,5,5,9,1,0,3,3,3,3,1,1,0,0,0,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85307.lin,closed,17,4H,8.0,PASS 1D! PASS 1H 2C 3H PASS 4H PASS PASS PASS
0,6,4,7,1,0,0,1,19,5,6,6,9,0,3,2,3,3,3,2,0,1,0,0,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85307.lin,open,18,2S,,PASS PASS 1S X 2H! PASS 2S PASS PASS PASS
0,6,4,7,1,0,0,1,19,5,6,6,9,0,3,2,3,3,3,2,0,1,0,0,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85307.lin,closed,18,1S,8.0,PASS PASS 1S X 2S! PASS PASS PASS
